ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,very.damp.grey.soil
ldaFit1,damp.grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,very.damp.grey.soil
ldaFit1,damp.grey.soil,very.damp.grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,vegetation.stubble,very.damp.grey.soil
ldaFit1,vegetation.stubble,vegetation.stubble
ldaFit1,vegetation.stubble,very.damp.grey.soil
ldaFit1,very.damp.grey.soil,grey.soil
ldaFit1,very.damp.grey.soil,very.damp.grey.soil
ldaFit1,vegetation.stubble,vegetation.stubble
ldaFit1,vegetation.stubble,vegetation.stubble
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,damp.grey.soil
ldaFit1,grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,very.damp.grey.soil
ldaFit1,damp.grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,damp.grey.soil
ldaFit1,grey.soil,damp.grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,damp.grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,very.damp.grey.soil,damp.grey.soil
ldaFit1,very.damp.grey.soil,very.damp.grey.soil
ldaFit1,very.damp.grey.soil,very.damp.grey.soil
ldaFit1,vegetation.stubble,vegetation.stubble
ldaFit1,vegetation.stubble,vegetation.stubble
ldaFit1,vegetation.stubble,vegetation.stubble
ldaFit1,vegetation.stubble,vegetation.stubble
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,damp.grey.soil
ldaFit1,grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,very.damp.grey.soil
ldaFit1,damp.grey.soil,damp.grey.soil
ldaFit1,damp.grey.soil,very.damp.grey.soil
ldaFit1,damp.grey.soil,very.damp.grey.soil
ldaFit1,cotton.crop,cotton.crop
ldaFit1,cotton.crop,vegetation.stubble
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
ldaFit1,grey.soil,grey.soil
